source,target,relation,weight
T00169,TAG016,tagué,1
U0021,T01141,a_créé,1
T01650,C0010,appartient_à,1
M00163,T02515,lié_à,1
T03424,TAG021,tagué,1
T02397,TAG007,tagué,1
T02708,TAG003,tagué,1
M00903,T00077,lié_à,1
U0029,M01060,a_envoyé,1
T02801,TAG007,tagué,1
T01670,TAG013,tagué,1
T01867,TAG012,tagué,1
U0068,T02459,assigné_à,1
T03138,C0044,appartient_à,1
T00016,C0003,appartient_à,1
U0067,T00309,assigné_à,1
U0044,T01680,a_créé,1
U0010,T00900,a_créé,1
T00421,TAG025,tagué,1
U0063,T03264,assigné_à,1
T01000,TAG006,tagué,1
T00071,TAG001,tagué,1
T03235,TAG011,tagué,1
T00464,TAG018,tagué,1
U0044,M00875,a_envoyé,1
M00342,T00711,lié_à,1
U0056,M00575,a_envoyé,1
T02929,C0039,appartient_à,1
T00660,TAG020,tagué,1
T01140,TAG002,tagué,1
U0082,T01589,a_créé,1
U0006,M00940,a_envoyé,1
T01847,TAG001,tagué,1
T03039,C0058,appartient_à,1
T00887,TAG025,tagué,1
T00698,TAG001,tagué,1
U0018,T02591,a_créé,1
U0033,T02555,assigné_à,1
T02266,TAG022,tagué,1
T03323,C0052,appartient_à,1
T01609,C0031,appartient_à,1
U0032,T00151,a_créé,1
U0045,T01425,assigné_à,1
T01985,C0018,appartient_à,1
T02660,C0042,appartient_à,1
U0075,M00302,a_envoyé,1
T02156,C0001,appartient_à,1
U0044,T00725,a_créé,1
T00065,TAG021,tagué,1
U0096,T00037,assigné_à,1
U0029,T03490,assigné_à,1
T00692,TAG024,tagué,1
U0028,T01717,assigné_à,1
T01473,TAG001,tagué,1
M01174,T02160,lié_à,1
U0065,T01083,a_créé,1
U0048,T00509,assigné_à,1
T01694,TAG015,tagué,1
T00620,C0053,appartient_à,1
T01493,TAG016,tagué,1
M00060,T03439,lié_à,1
U0092,T00183,a_créé,1
U0055,T01796,a_créé,1
T03414,C0024,appartient_à,1
U0036,T02210,assigné_à,1
U0049,T00204,a_créé,1
U0089,T03093,assigné_à,1
T02515,TAG006,tagué,1
T03048,C0014,appartient_à,1
T02296,TAG006,tagué,1
T03472,TAG015,tagué,1
T02301,C0057,appartient_à,1
T00441,TAG007,tagué,1
M00831,T03066,lié_à,1
T03015,TAG019,tagué,1
U0092,T03247,assigné_à,1
T03460,C0047,appartient_à,1
U0066,T01309,a_créé,1
T01733,TAG002,tagué,1
U0075,M00070,a_envoyé,1
T00979,TAG007,tagué,1
T02173,TAG014,tagué,1
U0064,T02323,assigné_à,1
T00860,C0042,appartient_à,1
T02838,TAG004,tagué,1
T01289,TAG024,tagué,1
T00409,C0038,appartient_à,1
T03112,TAG002,tagué,1
U0088,T03349,assigné_à,1
U0056,T03131,a_créé,1
M00444,T03113,lié_à,1
U0032,T00011,a_créé,1
U0025,T02942,a_créé,1
T01219,TAG017,tagué,1
U0085,T03331,a_créé,1
U0048,T01847,a_créé,1
U0060,T01239,a_créé,1
M00206,T00094,lié_à,1
U0014,T02619,assigné_à,1
U0076,T01842,assigné_à,1
M01200,T01115,lié_à,1
T03163,TAG014,tagué,1
T01475,C0004,appartient_à,1
T02815,TAG024,tagué,1
T01243,C0002,appartient_à,1
U0097,T01568,a_créé,1
T02835,TAG012,tagué,1
T02267,TAG006,tagué,1
U0096,T03224,a_créé,1
T02220,TAG002,tagué,1
T02644,TAG003,tagué,1
T00403,C0058,appartient_à,1
U0058,T02636,a_créé,1
U0029,M01145,a_envoyé,1
T00365,TAG011,tagué,1
T01426,C0044,appartient_à,1
T01936,C0045,appartient_à,1
T02533,TAG025,tagué,1
T02321,TAG020,tagué,1
T00046,C0020,appartient_à,1
T02189,TAG004,tagué,1
T01797,TAG012,tagué,1
T02369,C0008,appartient_à,1
T01974,TAG001,tagué,1
T02295,TAG012,tagué,1
T00549,C0035,appartient_à,1
U0094,T03073,a_créé,1
T03223,C0059,appartient_à,1
U0001,T03372,assigné_à,1
T02648,TAG022,tagué,1
U0016,T00828,assigné_à,1
U0081,T01875,a_créé,1
M00117,T00711,lié_à,1
T00945,TAG023,tagué,1
U0023,T03447,a_créé,1
U0044,T02248,assigné_à,1
U0045,M00509,a_envoyé,1
T01484,TAG008,tagué,1
T03041,TAG012,tagué,1
U0065,T02761,a_créé,1
T03117,C0036,appartient_à,1
T02235,TAG024,tagué,1
U0035,T02187,a_créé,1
T03438,TAG023,tagué,1
T02791,C0047,appartient_à,1
T02083,C0045,appartient_à,1
U0087,T03285,a_créé,1
T00772,C0029,appartient_à,1
T01905,TAG012,tagué,1
M00959,T01034,lié_à,1
T00698,TAG012,tagué,1
U0086,T01495,a_créé,1
U0024,C0019,gère,5
U0055,T00388,a_créé,1
T02046,TAG016,tagué,1
T02543,TAG023,tagué,1
U0051,T00946,assigné_à,1
T01135,TAG019,tagué,1
T02728,C0004,appartient_à,1
U0086,M00035,a_envoyé,1
T01357,C0011,appartient_à,1
T00378,TAG025,tagué,1
T01982,C0046,appartient_à,1
T01790,C0020,appartient_à,1
U0057,T01578,a_créé,1
U0069,M01157,a_envoyé,1
T01256,TAG019,tagué,1
U0011,T02694,assigné_à,1
U0042,M00720,a_envoyé,1
T01386,TAG002,tagué,1
T00633,TAG007,tagué,1
U0015,T00393,assigné_à,1
T00642,TAG003,tagué,1
U0025,T00011,assigné_à,1
U0087,T00351,assigné_à,1
U0072,T00725,assigné_à,1
T02754,C0050,appartient_à,1
U0037,T00457,assigné_à,1
U0033,T01357,assigné_à,1
T00804,TAG023,tagué,1
T02955,C0026,appartient_à,1
T01111,TAG001,tagué,1
T02232,C0045,appartient_à,1
U0083,C0019,gère,2
T00726,TAG004,tagué,1
T01485,TAG014,tagué,1
T00446,C0056,appartient_à,1
T01287,C0038,appartient_à,1
T00602,TAG019,tagué,1
U0041,T02314,a_créé,1
U0050,T03295,a_créé,1
M00696,T01965,lié_à,1
T03067,C0033,appartient_à,1
U0095,T03184,a_créé,1
U0048,T02423,a_créé,1
U0081,T00358,a_créé,1
T02694,TAG007,tagué,1
T00482,C0043,appartient_à,1
T02391,TAG010,tagué,1
U0040,M01153,a_envoyé,1
U0001,M00920,a_envoyé,1
U0054,M00848,a_envoyé,1
U0021,T00954,a_créé,1
U0068,T02678,assigné_à,1
T02934,TAG021,tagué,1
T01267,TAG008,tagué,1
T00093,TAG018,tagué,1
U0067,T02288,a_créé,1
T00445,TAG022,tagué,1
U0080,T01732,assigné_à,1
T02164,TAG015,tagué,1
T03359,TAG008,tagué,1
T02040,TAG013,tagué,1
U0076,T01930,assigné_à,1
T00900,TAG001,tagué,1
T02790,TAG001,tagué,1
T01321,TAG022,tagué,1
T01672,TAG018,tagué,1
T01735,TAG012,tagué,1
T00215,TAG019,tagué,1
T00710,TAG019,tagué,1
U0079,T01863,a_créé,1
T01303,TAG014,tagué,1
U0034,M00567,a_envoyé,1
T00536,TAG004,tagué,1
T02889,TAG008,tagué,1
T02459,TAG013,tagué,1
U0095,M00293,a_envoyé,1
T00021,C0058,appartient_à,1
U0007,T00583,assigné_à,1
U0048,C0040,gère,9
T02829,TAG024,tagué,1
T02649,TAG020,tagué,1
U0057,T01077,assigné_à,1
U0084,T02873,assigné_à,1
M00707,T02683,lié_à,1
U0012,T03430,a_créé,1
T02505,TAG012,tagué,1
U0015,T01701,assigné_à,1
T02954,TAG014,tagué,1
U0088,T00288,a_créé,1
U0089,T01278,a_créé,1
U0094,T01779,a_créé,1
T02487,TAG024,tagué,1
T02093,C0049,appartient_à,1
U0014,T01626,assigné_à,1
M01118,T03105,lié_à,1
T00069,C0043,appartient_à,1
T02944,C0052,appartient_à,1
U0085,T01604,a_créé,1
T00465,TAG012,tagué,1
T01823,TAG023,tagué,1
T01521,TAG004,tagué,1
U0074,T00944,a_créé,1
U0075,T02466,a_créé,1
U0021,T01226,a_créé,1
T01273,C0039,appartient_à,1
U0039,T01439,assigné_à,1
T01312,TAG010,tagué,1
U0053,M00998,a_envoyé,1
M00241,T00623,lié_à,1
U0084,T02869,assigné_à,1
U0069,T00729,a_créé,1
U0094,T02102,assigné_à,1
U0082,T01259,a_créé,1
U0072,T03435,a_créé,1
U0024,M00221,a_envoyé,1
T01644,TAG022,tagué,1
T03036,TAG022,tagué,1
T00919,C0042,appartient_à,1
T00929,TAG016,tagué,1
U0062,M00213,a_envoyé,1
U0074,T02262,a_créé,1
T00723,C0021,appartient_à,1
T03160,TAG013,tagué,1
T02377,C0036,appartient_à,1
T01269,TAG021,tagué,1
U0037,T01297,assigné_à,1
T01581,TAG004,tagué,1
U0073,T03175,a_créé,1
U0059,T00215,assigné_à,1
T03325,C0041,appartient_à,1
T01000,C0050,appartient_à,1
T03448,C0014,appartient_à,1
T00863,TAG017,tagué,1
U0016,T03027,a_créé,1
T00501,TAG015,tagué,1
U0066,T03201,a_créé,1
T01569,TAG011,tagué,1
T01524,TAG015,tagué,1
U0073,T01675,assigné_à,1
T02016,TAG011,tagué,1
U0010,T01536,a_créé,1
U0079,T02004,assigné_à,1
T01964,TAG024,tagué,1
U0069,T01758,assigné_à,1
T01341,TAG012,tagué,1
T03294,C0039,appartient_à,1
T01461,C0007,appartient_à,1
T01621,TAG023,tagué,1
U0084,T00429,assigné_à,1
T00106,C0040,appartient_à,1
T02809,TAG022,tagué,1
T01795,TAG022,tagué,1
T00395,TAG003,tagué,1
T01331,TAG024,tagué,1
M00645,T02505,lié_à,1
M00516,T02822,lié_à,1
T03021,TAG012,tagué,1
M00827,T02627,lié_à,1
T02596,TAG002,tagué,1
U0020,T02302,assigné_à,1
T00242,TAG009,tagué,1
T03389,TAG003,tagué,1
T01612,TAG004,tagué,1
T03038,C0006,appartient_à,1
U0088,T02137,a_créé,1
U0025,T01295,a_créé,1
U0063,M00089,a_envoyé,1
U0035,T01794,assigné_à,1
T00895,TAG018,tagué,1
T03244,TAG005,tagué,1
T02298,TAG005,tagué,1
T00557,C0020,appartient_à,1
T03114,TAG021,tagué,1
T01739,TAG001,tagué,1
U0084,T02403,a_créé,1
U0020,T00598,a_créé,1
T02281,TAG022,tagué,1
T02729,TAG024,tagué,1
M00337,T01557,lié_à,1
T01036,TAG011,tagué,1
U0052,T02976,assigné_à,1
T01995,TAG006,tagué,1
T02027,TAG007,tagué,1
T01401,TAG013,tagué,1
T03274,TAG009,tagué,1
U0002,T02996,a_créé,1
U0077,T00264,assigné_à,1
U0039,T01113,assigné_à,1
U0047,T02297,assigné_à,1
U0031,T00736,a_créé,1
T02844,C0040,appartient_à,1
T00180,TAG001,tagué,1
U0096,T00205,assigné_à,1
U0016,T03265,a_créé,1
U0098,T03207,assigné_à,1
T02498,TAG025,tagué,1
T01287,TAG020,tagué,1
T02905,TAG015,tagué,1
U0015,T00266,a_créé,1
T01731,TAG015,tagué,1
U0082,T02123,a_créé,1
T01082,C0042,appartient_à,1
T00099,TAG002,tagué,1
T03328,C0003,appartient_à,1
T02205,TAG008,tagué,1
U0013,T02997,assigné_à,1
U0055,T03487,a_créé,1
U0083,T01971,assigné_à,1
U0052,T01552,a_créé,1
U0036,M00655,a_envoyé,1
U0043,C0051,gère,10
T02720,TAG010,tagué,1
U0047,T00147,a_créé,1
M00760,T00565,lié_à,1
T02783,TAG003,tagué,1
T00499,C0059,appartient_à,1
M00580,T00947,lié_à,1
T01343,TAG016,tagué,1
T00703,TAG005,tagué,1
T01941,TAG015,tagué,1
U0059,T02767,a_créé,1
U0035,M00173,a_envoyé,1
T00884,TAG023,tagué,1
U0033,C0017,gère,6
T03031,TAG016,tagué,1
U0032,T00359,assigné_à,1
M00515,T01557,lié_à,1
T01024,C0056,appartient_à,1
U0002,T00027,a_créé,1
U0062,T00321,assigné_à,1
U0051,T02656,a_créé,1
U0040,T02144,assigné_à,1
U0071,T00787,assigné_à,1
T01237,TAG023,tagué,1
T02192,TAG016,tagué,1
T01553,TAG019,tagué,1
U0018,T03415,a_créé,1
T00095,TAG023,tagué,1
U0086,C0011,gère,9
U0072,T01562,a_créé,1
U0073,T01632,a_créé,1
T02807,TAG008,tagué,1
T01739,C0031,appartient_à,1
U0089,T02651,assigné_à,1
U0042,T02104,a_créé,1
T02012,C0048,appartient_à,1
T00521,C0060,appartient_à,1
M00423,T01566,lié_à,1
U0068,M00734,a_envoyé,1
T00150,TAG005,tagué,1
U0034,T02615,assigné_à,1
T03236,TAG003,tagué,1
T02165,TAG004,tagué,1
T03017,TAG009,tagué,1
T02987,TAG005,tagué,1
U0003,T00738,assigné_à,1
U0092,T00702,assigné_à,1
T01937,TAG007,tagué,1
T01764,TAG014,tagué,1
U0061,T02813,a_créé,1
T00842,TAG021,tagué,1
U0080,T00694,a_créé,1
T01511,TAG007,tagué,1
U0039,T01833,a_créé,1
U0050,T02013,assigné_à,1
T02169,C0002,appartient_à,1
U0047,M00831,a_envoyé,1
T00654,C0037,appartient_à,1
U0086,T02184,assigné_à,1
T00712,C0035,appartient_à,1
T02676,C0043,appartient_à,1
U0053,T03358,a_créé,1
T01107,TAG010,tagué,1
U0095,T01880,a_créé,1
T02319,TAG001,tagué,1
U0062,T01208,assigné_à,1
T00594,TAG017,tagué,1
M00057,T01479,lié_à,1
T01002,TAG015,tagué,1
T00958,C0012,appartient_à,1
T00697,TAG008,tagué,1
U0077,T01018,a_créé,1
T01415,TAG004,tagué,1
T00429,TAG012,tagué,1
U0088,T00318,a_créé,1
T01852,TAG006,tagué,1
T00756,TAG018,tagué,1
U0005,T02269,a_créé,1
T00609,C0057,appartient_à,1
T00296,TAG003,tagué,1
T02350,TAG014,tagué,1
T02665,TAG021,tagué,1
T02839,TAG011,tagué,1
T00752,TAG005,tagué,1
U0083,T00931,assigné_à,1
U0067,M00587,a_envoyé,1
T03307,C0046,appartient_à,1
T02238,C0047,appartient_à,1
U0056,T01751,a_créé,1
U0066,T03161,a_créé,1
T03301,TAG010,tagué,1
T01699,TAG012,tagué,1
U0090,T02392,assigné_à,1
T03381,TAG015,tagué,1
T00489,C0044,appartient_à,1
T01449,C0037,appartient_à,1
U0020,T01121,a_créé,1
M01134,T02871,lié_à,1
T03338,TAG020,tagué,1
U0079,T01182,a_créé,1
U0039,T00267,a_créé,1
U0096,T03396,assigné_à,1
T01554,TAG025,tagué,1
U0094,T01525,assigné_à,1
T01928,C0052,appartient_à,1
U0084,T03022,a_créé,1
U0100,T00171,a_créé,1
U0005,T03006,a_créé,1
T00604,C0001,appartient_à,1
U0022,T02421,a_créé,1
T01665,C0054,appartient_à,1
U0079,T01854,a_créé,1
T00313,TAG001,tagué,1
T02952,TAG023,tagué,1
T00066,C0009,appartient_à,1
U0082,M00008,a_envoyé,1
U0087,T00938,assigné_à,1
T02366,TAG022,tagué,1
T03022,TAG004,tagué,1
U0021,T00927,assigné_à,1
T00954,C0014,appartient_à,1
U0050,T00084,a_créé,1
T02812,TAG020,tagué,1
T02356,C0035,appartient_à,1
T01092,TAG018,tagué,1
U0033,C0014,gère,4
T03361,TAG013,tagué,1
U0051,T01902,a_créé,1
T02223,C0043,appartient_à,1
T00687,C0028,appartient_à,1
U0099,T00892,assigné_à,1
T02214,C0011,appartient_à,1
T02022,TAG014,tagué,1
T01844,TAG015,tagué,1
M00003,T00392,lié_à,1
T00769,TAG018,tagué,1
T02399,TAG008,tagué,1
T00164,TAG001,tagué,1
T01539,C0035,appartient_à,1
T01987,TAG008,tagué,1
T00819,C0026,appartient_à,1
T03302,TAG014,tagué,1
T03483,TAG014,tagué,1
U0089,T00490,assigné_à,1
M01165,T03239,lié_à,1
M00712,T02596,lié_à,1
T02974,TAG021,tagué,1
T01763,TAG010,tagué,1
T00485,C0025,appartient_à,1
U0074,T00233,a_créé,1
T02681,TAG002,tagué,1
T02723,TAG015,tagué,1
T00847,C0006,appartient_à,1
U0052,T01972,a_créé,1
M00430,T02726,lié_à,1
T03481,TAG020,tagué,1
U0077,T01368,assigné_à,1
U0033,T03141,a_créé,1
U0092,T02443,assigné_à,1
T02190,C0008,appartient_à,1
U0098,T02027,a_créé,1
U0085,T02449,a_créé,1
T00321,TAG019,tagué,1
U0024,T03141,assigné_à,1
U0039,T02974,assigné_à,1
T02806,TAG025,tagué,1
U0010,T00687,a_créé,1
T01826,TAG023,tagué,1
U0076,T02017,assigné_à,1
T02966,C0032,appartient_à,1
U0059,T02556,assigné_à,1
U0058,T00237,a_créé,1
U0036,T02081,assigné_à,1
T00622,TAG021,tagué,1
U0095,T01432,a_créé,1
T02102,C0027,appartient_à,1
U0025,T01065,a_créé,1
U0092,T01535,assigné_à,1
U0029,M00239,a_envoyé,1
T03270,TAG023,tagué,1
T02617,C0040,appartient_à,1
U0097,T02519,assigné_à,1
M00723,T00295,lié_à,1
M00504,T02118,lié_à,1
U0062,M00187,a_envoyé,1
T00218,C0038,appartient_à,1
T00912,TAG020,tagué,1
T00563,TAG023,tagué,1
M01048,T00875,lié_à,1
U0003,T02059,a_créé,1
T00885,TAG021,tagué,1
T00407,TAG022,tagué,1
T01009,C0013,appartient_à,1
M00965,T02518,lié_à,1
T01019,TAG018,tagué,1
U0100,T00133,assigné_à,1
U0066,C0046,gère,5
U0006,T00110,a_créé,1
T02553,TAG013,tagué,1
T00752,C0049,appartient_à,1
U0041,T02150,a_créé,1
U0080,T02694,a_créé,1
U0091,T03031,a_créé,1
U0091,T03384,assigné_à,1
U0034,T01070,a_créé,1
T00551,TAG011,tagué,1
U0090,T01423,a_créé,1
T02350,C0030,appartient_à,1
T01323,TAG016,tagué,1
T00199,TAG014,tagué,1
M00822,T00892,lié_à,1
U0050,T00986,assigné_à,1
U0093,T02798,a_créé,1
U0035,T01751,assigné_à,1
U0054,M00573,a_envoyé,1
U0075,T02645,a_créé,1
T00912,TAG015,tagué,1
T00802,TAG023,tagué,1
T01349,C0029,appartient_à,1
T02780,C0060,appartient_à,1
T01622,C0006,appartient_à,1
T01512,TAG022,tagué,1
U0005,T00604,assigné_à,1
U0031,T01766,assigné_à,1
T02977,TAG009,tagué,1
U0049,T02263,assigné_à,1
U0080,T01973,assigné_à,1
T01767,TAG011,tagué,1
U0006,T01816,assigné_à,1
U0065,T02805,a_créé,1
T00870,C0057,appartient_à,1
M00520,T00684,lié_à,1
U0019,T01605,assigné_à,1
U0075,T02672,assigné_à,1
U0003,T01080,assigné_à,1
U0041,C0015,gère,3
T01778,C0013,appartient_à,1
T01582,TAG006,tagué,1
U0087,T03362,assigné_à,1
T01051,TAG014,tagué,1
U0082,T02181,a_créé,1
T00209,TAG015,tagué,1
T01989,C0033,appartient_à,1
T00355,C0005,appartient_à,1
T01901,TAG006,tagué,1
U0077,T01745,assigné_à,1
T01785,TAG016,tagué,1
T00545,TAG002,tagué,1
T00909,TAG012,tagué,1
U0005,T02709,a_créé,1
T00978,C0005,appartient_à,1
T00580,C0024,appartient_à,1
T03377,C0032,appartient_à,1
U0080,T02183,assigné_à,1
T01166,TAG008,tagué,1
U0044,T01137,a_créé,1
U0047,T00049,a_créé,1
T03142,TAG018,tagué,1
U0082,T01804,a_créé,1
U0089,T01246,a_créé,1
U0041,T03153,assigné_à,1
T01188,TAG019,tagué,1
T03206,C0001,appartient_à,1
T03478,TAG001,tagué,1
T03296,C0015,appartient_à,1
U0032,T03297,assigné_à,1
T00062,TAG016,tagué,1
U0016,T02586,a_créé,1
U0094,T02908,a_créé,1
U0044,T01738,a_créé,1
U0073,C0028,gère,7
U0010,T01048,a_créé,1
T00912,TAG021,tagué,1
T03180,TAG011,tagué,1
T00352,C0001,appartient_à,1
U0007,T02371,assigné_à,1
T01418,TAG019,tagué,1
U0078,T01455,a_créé,1
U0047,T02012,assigné_à,1
U0038,T01386,a_créé,1
T03177,C0025,appartient_à,1
U0048,T00937,assigné_à,1
T02003,TAG023,tagué,1
U0007,T02438,a_créé,1
U0076,M00745,a_envoyé,1
U0084,T01518,a_créé,1
T02427,C0060,appartient_à,1
T03458,TAG007,tagué,1
T01404,TAG022,tagué,1
U0059,T00315,a_créé,1
T02419,TAG015,tagué,1
U0077,T02671,a_créé,1
U0093,T02025,a_créé,1
T03211,TAG024,tagué,1
T00842,C0031,appartient_à,1
U0087,T02225,assigné_à,1
T03332,TAG024,tagué,1
U0049,M01041,a_envoyé,1
M00150,T00043,lié_à,1
U0095,T02244,assigné_à,1
U0046,T03093,a_créé,1
T01217,TAG008,tagué,1
T02940,C0048,appartient_à,1
T02764,TAG008,tagué,1
M00986,T00915,lié_à,1
U0029,T00579,assigné_à,1
M00564,T01327,lié_à,1
T00627,TAG025,tagué,1
T02181,C0050,appartient_à,1
U0039,M00792,a_envoyé,1
M00133,T00344,lié_à,1
T03018,TAG009,tagué,1
U0094,T03289,a_créé,1
T00964,TAG011,tagué,1
U0042,T01560,a_créé,1
T01907,TAG003,tagué,1
U0077,M01080,a_envoyé,1
U0083,T00355,a_créé,1
T02456,TAG003,tagué,1
T03243,TAG013,tagué,1
U0094,T01164,assigné_à,1
T01296,C0039,appartient_à,1
U0093,T00571,a_créé,1
T02491,TAG022,tagué,1
T02291,TAG007,tagué,1
T00895,TAG004,tagué,1
U0039,M01034,a_envoyé,1
U0014,T01944,a_créé,1
T00837,TAG011,tagué,1
U0056,T03202,a_créé,1
T02521,TAG013,tagué,1
U0070,T01709,assigné_à,1
U0052,M00013,a_envoyé,1
T01322,TAG016,tagué,1
U0086,T03074,a_créé,1
U0017,T03194,a_créé,1
T02697,TAG018,tagué,1
U0009,T02974,a_créé,1
T01950,C0060,appartient_à,1
U0088,T03316,a_créé,1
T03082,TAG017,tagué,1
T03427,TAG007,tagué,1
U0053,M00589,a_envoyé,1
T02688,TAG025,tagué,1
T03341,C0006,appartient_à,1
U0073,T01277,assigné_à,1
T03220,TAG022,tagué,1
T02103,TAG002,tagué,1
U0083,T01107,a_créé,1
U0039,T02248,a_créé,1
U0039,T00970,a_créé,1
T01227,C0016,appartient_à,1
T00494,TAG017,tagué,1
T00045,TAG021,tagué,1
T00640,TAG022,tagué,1
T01909,TAG004,tagué,1
U0017,T03470,a_créé,1
T01807,TAG010,tagué,1
U0044,T00671,assigné_à,1
T02609,TAG017,tagué,1
U0096,T03018,a_créé,1
T01185,C0005,appartient_à,1
T00315,TAG023,tagué,1
T02282,TAG022,tagué,1
U0094,T00378,a_créé,1
T01239,TAG013,tagué,1
U0043,T03338,a_créé,1
T00860,TAG024,tagué,1
U0029,T00767,assigné_à,1
U0078,T02965,assigné_à,1
T03229,C0034,appartient_à,1
U0032,T00911,a_créé,1
M00577,T01372,lié_à,1
T02908,TAG006,tagué,1
T03027,C0029,appartient_à,1
M00964,T01179,lié_à,1
T01509,TAG003,tagué,1
M00724,T03435,lié_à,1
U0023,T03197,assigné_à,1
T00141,TAG008,tagué,1
T03365,C0026,appartient_à,1
U0055,T01131,a_créé,1
T02177,TAG016,tagué,1
T01574,C0037,appartient_à,1
T02589,C0059,appartient_à,1
M00239,T02063,lié_à,1
T03226,C0014,appartient_à,1
U0042,T00231,a_créé,1
T03308,C0035,appartient_à,1
M01071,T02019,lié_à,1
U0023,T01746,a_créé,1
U0037,C0011,gère,8
T03321,C0021,appartient_à,1
T02328,C0019,appartient_à,1
U0016,T02076,a_créé,1
T03487,TAG012,tagué,1
U0057,T01899,a_créé,1
T03025,TAG024,tagué,1
U0059,T01221,assigné_à,1
U0044,T00886,assigné_à,1
T01268,TAG022,tagué,1
U0052,T02214,a_créé,1
T00484,C0002,appartient_à,1
U0057,C0055,gère,7
T02100,C0029,appartient_à,1
T00877,TAG022,tagué,1
T00527,C0053,appartient_à,1
U0003,T03311,a_créé,1
T02572,C0001,appartient_à,1
T01499,C0009,appartient_à,1
T03006,C0050,appartient_à,1
U0018,C0003,gère,10
T02296,TAG009,tagué,1
U0096,T02554,a_créé,1
T01100,C0011,appartient_à,1
T03354,C0023,appartient_à,1
U0078,M01040,a_envoyé,1
U0067,T02571,assigné_à,1
T00070,TAG008,tagué,1
T03106,TAG018,tagué,1
U0002,T02828,a_créé,1
T01194,TAG018,tagué,1
U0061,T01243,a_créé,1
M00600,T02202,lié_à,1
U0034,T00834,assigné_à,1
T03461,C0048,appartient_à,1
M01145,T00450,lié_à,1
T01040,C0003,appartient_à,1
U0017,T03148,a_créé,1
U0075,C0009,gère,7
U0097,T02538,a_créé,1
U0077,T00425,assigné_à,1
U0014,T02964,assigné_à,1
U0020,T00685,a_créé,1
M00709,T00202,lié_à,1
U0023,T00555,a_créé,1
U0018,T01635,assigné_à,1
T01744,TAG023,tagué,1
M01047,T00977,lié_à,1
U0096,T02347,a_créé,1
T03242,TAG013,tagué,1
T03429,TAG025,tagué,1
T00435,C0019,appartient_à,1
T01419,TAG012,tagué,1
U0077,T01253,a_créé,1
U0050,C0029,gère,3
U0061,M00767,a_envoyé,1
M00587,T01412,lié_à,1
T01832,C0018,appartient_à,1
M01106,T01591,lié_à,1
T01139,C0035,appartient_à,1
M00369,T02985,lié_à,1
T00802,TAG015,tagué,1
U0087,T02191,assigné_à,1
T01172,C0015,appartient_à,1
U0003,T00890,assigné_à,1
U0063,T02826,assigné_à,1
U0075,T01883,a_créé,1
U0068,T00332,a_créé,1
U0085,T02511,a_créé,1
T00890,C0010,appartient_à,1
T00598,TAG024,tagué,1
U0040,T02567,a_créé,1
T01999,TAG008,tagué,1
T01774,TAG011,tagué,1
U0008,T00608,a_créé,1
T01705,C0001,appartient_à,1
T02962,C0059,appartient_à,1
T00621,TAG015,tagué,1
U0024,T02315,a_créé,1
U0088,T01093,assigné_à,1
T01750,TAG018,tagué,1
T02466,C0001,appartient_à,1
T01900,TAG021,tagué,1
T00549,TAG002,tagué,1
T01221,TAG024,tagué,1
U0061,T02626,assigné_à,1
U0057,T00965,assigné_à,1
U0042,T01859,a_créé,1
U0057,T02677,assigné_à,1
T01198,TAG015,tagué,1
U0076,T00769,a_créé,1
U0039,T00801,a_créé,1
T02132,TAG020,tagué,1
U0081,T00710,assigné_à,1
M00896,T01436,lié_à,1
U0029,T02940,assigné_à,1
T02160,TAG016,tagué,1
T01721,TAG012,tagué,1
U0037,T00778,a_créé,1
T01418,TAG001,tagué,1
M00906,T01242,lié_à,1
U0050,T02470,assigné_à,1
T02351,TAG014,tagué,1
U0095,T01367,assigné_à,1
T01297,TAG023,tagué,1
T00629,C0016,appartient_à,1
T03320,TAG021,tagué,1
U0027,T02036,a_créé,1
T00825,TAG005,tagué,1
M00359,T02487,lié_à,1
U0064,M00612,a_envoyé,1
T01115,TAG017,tagué,1
T01649,TAG004,tagué,1
M01160,T01646,lié_à,1
M01148,T01496,lié_à,1
U0080,T00887,assigné_à,1
U0013,T03037,assigné_à,1
U0005,T01896,assigné_à,1
T03145,TAG021,tagué,1
T02008,C0036,appartient_à,1
T01598,C0058,appartient_à,1
U0058,T03008,a_créé,1
U0064,T01420,a_créé,1
U0022,M00858,a_envoyé,1
U0075,M00997,a_envoyé,1
T01573,TAG003,tagué,1
T00329,C0049,appartient_à,1
T00106,TAG004,tagué,1
M00263,T02587,lié_à,1
U0065,T02543,assigné_à,1
U0022,T02161,a_créé,1
U0098,T03053,a_créé,1
T00792,TAG003,tagué,1
T02456,TAG001,tagué,1
T02056,C0033,appartient_à,1
T00474,C0049,appartient_à,1
T02604,TAG010,tagué,1
T02495,TAG020,tagué,1
T01726,TAG007,tagué,1
U0023,T03029,assigné_à,1
T00969,C0007,appartient_à,1
T03444,TAG006,tagué,1
T01488,TAG008,tagué,1
U0013,T02947,a_créé,1
U0100,T02175,a_créé,1
T01524,TAG001,tagué,1
T01151,TAG004,tagué,1
M00002,T01239,lié_à,1
M00809,T02759,lié_à,1
T00015,TAG008,tagué,1
U0067,T03386,assigné_à,1
U0014,T01185,assigné_à,1
U0076,C0011,gère,4
T03199,TAG019,tagué,1
U0043,T00273,assigné_à,1
U0084,T00029,assigné_à,1
