id,label,type,attribute1,attribute2,attribute3
M00900,Message #900,message,outbound,2025-06-09,true
C0057,Nova #57,client,pro,2025-04-09,true
T01839,Ticket #1839 - Security,ticket,resolved,2025-12-23,critical
M00169,Message #169,message,outbound,2025-06-04,true
M00196,Message #196,message,outbound,2025-06-23,true
M01029,Message #1029,message,inbound,2025-09-20,true
T01127,Ticket #1127 - Integration,ticket,pending,2025-11-02,low
T00346,Ticket #346 - Training,ticket,resolved,2025-11-03,medium
M00335,Message #335,message,inbound,2025-05-23,true
T01852,Ticket #1852 - Performance,ticket,pending,2025-05-12,low
T03115,Ticket #3115 - Integration,ticket,resolved,2026-02-16,high
T01603,Ticket #1603 - Integration,ticket,in_progress,2025-03-28,high
T02169,Ticket #2169 - Performance,ticket,closed,2025-12-09,critical
M00004,Message #4,message,inbound,2025-05-17,true
T03467,Ticket #3467 - Training,ticket,resolved,2025-11-12,critical
T02522,Ticket #2522 - Onboarding,ticket,closed,2026-01-23,high
T02726,Ticket #2726 - Integration,ticket,resolved,2025-12-04,critical
T03221,Ticket #3221 - Performance,ticket,open,2025-12-02,high
T01995,Ticket #1995 - Bug,ticket,pending,2025-07-30,medium
T02316,Ticket #2316 - Onboarding,ticket,in_progress,2025-03-23,low
T01843,Ticket #1843 - Performance,ticket,open,2025-06-30,low
T01705,Ticket #1705 - Integration,ticket,in_progress,2025-10-02,critical
M00983,Message #983,message,inbound,2025-08-01,true
T00076,Ticket #76 - Support,ticket,in_progress,2025-09-06,critical
T03430,Ticket #3430 - Security,ticket,resolved,2025-04-02,high
M00929,Message #929,message,internal_note,2025-06-15,true
T01374,Ticket #1374 - Integration,ticket,closed,2025-04-23,critical
M00615,Message #615,message,internal_note,2025-12-01,true
T01667,Ticket #1667 - Bug,ticket,pending,2025-10-12,low
T02337,Ticket #2337 - Performance,ticket,open,2025-07-16,critical
T03486,Ticket #3486 - Performance,ticket,open,2025-09-14,critical
T02627,Ticket #2627 - Security,ticket,closed,2025-05-31,medium
T03164,Ticket #3164 - Onboarding,ticket,in_progress,2025-08-17,low
T02764,Ticket #2764 - Billing,ticket,open,2026-01-18,high
T01772,Ticket #1772 - Bug,ticket,closed,2025-12-19,high
T03063,Ticket #3063 - Onboarding,ticket,closed,2025-05-27,critical
M00907,Message #907,message,inbound,2025-10-13,true
M00462,Message #462,message,internal_note,2025-09-22,true
T02044,Ticket #2044 - Billing,ticket,pending,2025-05-23,medium
M00263,Message #263,message,internal_note,2025-12-04,true
T00549,Ticket #549 - Documentation,ticket,open,2025-09-07,low
T01278,Ticket #1278 - Onboarding,ticket,closed,2026-02-08,high
T00191,Ticket #191 - Feature Request,ticket,pending,2025-07-27,critical
M00367,Message #367,message,inbound,2026-02-05,true
M00794,Message #794,message,inbound,2025-08-31,true
T01691,Ticket #1691 - Billing,ticket,pending,2025-05-18,high
M01186,Message #1186,message,inbound,2025-06-10,true
M00015,Message #15,message,outbound,2025-12-26,true
T02811,Ticket #2811 - Bug,ticket,open,2026-02-10,high
M00858,Message #858,message,internal_note,2025-08-16,true
T01236,Ticket #1236 - Integration,ticket,resolved,2025-08-19,low
T03163,Ticket #3163 - Documentation,ticket,open,2025-08-07,critical
M00833,Message #833,message,internal_note,2025-08-20,true
T02467,Ticket #2467 - Billing,ticket,resolved,2025-06-23,critical
T00086,Ticket #86 - Support,ticket,in_progress,2025-06-23,medium
M01165,Message #1165,message,outbound,2025-12-24,true
T02083,Ticket #2083 - Performance,ticket,pending,2025-11-30,medium
T01913,Ticket #1913 - Integration,ticket,closed,2025-12-12,medium
M00793,Message #793,message,outbound,2025-06-05,true
M00413,Message #413,message,outbound,2026-03-02,true
T02984,Ticket #2984 - Feature Request,ticket,pending,2025-10-16,medium
M00428,Message #428,message,inbound,2025-09-21,true
T02736,Ticket #2736 - Integration,ticket,in_progress,2025-07-22,high
T03211,Ticket #3211 - Documentation,ticket,resolved,2025-11-03,medium
M00499,Message #499,message,outbound,2025-09-15,true
M01124,Message #1124,message,outbound,2025-07-27,true
T00843,Ticket #843 - Training,ticket,in_progress,2025-04-27,low
M00334,Message #334,message,inbound,2025-03-11,true
T01590,Ticket #1590 - Bug,ticket,open,2025-08-25,high
T02037,Ticket #2037 - Training,ticket,pending,2025-11-17,medium
M01038,Message #1038,message,internal_note,2025-09-06,true
M00866,Message #866,message,internal_note,2025-05-11,true
C0039,CoreLogic #39,client,enterprise,2025-08-03,true
T01171,Ticket #1171 - Training,ticket,resolved,2025-10-22,critical
C0055,Quantum #55,client,starter,2023-10-05,false
M00155,Message #155,message,inbound,2025-09-18,true
T00464,Ticket #464 - Feature Request,ticket,in_progress,2025-12-03,low
U0067,Quentin Simon,user,supervisor,2025-04-23,true
M00083,Message #83,message,outbound,2025-09-22,true
M00509,Message #509,message,inbound,2025-03-30,true
T02035,Ticket #2035 - Integration,ticket,open,2025-11-17,low
T02310,Ticket #2310 - Performance,ticket,resolved,2025-09-28,high
T02369,Ticket #2369 - Performance,ticket,open,2025-05-05,medium
T01577,Ticket #1577 - Bug,ticket,resolved,2025-11-04,medium
T00779,Ticket #779 - Documentation,ticket,resolved,2025-05-21,medium
T00915,Ticket #915 - Integration,ticket,pending,2025-05-28,critical
T03172,Ticket #3172 - Support,ticket,resolved,2026-01-23,medium
T02235,Ticket #2235 - Security,ticket,resolved,2025-08-29,medium
T02099,Ticket #2099 - Billing,ticket,closed,2026-02-27,medium
T03440,Ticket #3440 - Onboarding,ticket,pending,2025-07-04,critical
T02249,Ticket #2249 - Onboarding,ticket,pending,2025-06-23,critical
T01686,Ticket #1686 - Documentation,ticket,in_progress,2026-02-08,critical
M00967,Message #967,message,internal_note,2025-07-10,true
T02141,Ticket #2141 - Support,ticket,resolved,2025-07-23,low
T01156,Ticket #1156 - Integration,ticket,in_progress,2025-11-14,low
T00384,Ticket #384 - Support,ticket,pending,2025-05-29,high
T02153,Ticket #2153 - Bug,ticket,closed,2025-11-29,low
T03053,Ticket #3053 - Training,ticket,open,2025-08-19,medium
T00529,Ticket #529 - Billing,ticket,resolved,2025-10-20,critical
T02483,Ticket #2483 - Documentation,ticket,in_progress,2026-01-15,critical
T01957,Ticket #1957 - Security,ticket,pending,2025-10-16,medium
M00363,Message #363,message,outbound,2025-09-30,true
M00626,Message #626,message,outbound,2025-12-25,true
T03203,Ticket #3203 - Performance,ticket,open,2025-07-16,high
T03218,Ticket #3218 - Performance,ticket,in_progress,2026-01-29,high
M00529,Message #529,message,outbound,2025-07-16,true
T00245,Ticket #245 - Security,ticket,in_progress,2026-01-02,critical
M00290,Message #290,message,outbound,2026-02-19,true
M01179,Message #1179,message,internal_note,2025-03-11,true
T03109,Ticket #3109 - Training,ticket,in_progress,2025-12-03,critical
M00658,Message #658,message,inbound,2026-01-22,true
T02936,Ticket #2936 - Bug,ticket,in_progress,2025-11-14,low
T02517,Ticket #2517 - Security,ticket,open,2025-10-23,critical
M01079,Message #1079,message,outbound,2025-11-26,true
T00169,Ticket #169 - Performance,ticket,resolved,2025-11-14,critical
M00017,Message #17,message,internal_note,2025-09-10,true
T01159,Ticket #1159 - Bug,ticket,in_progress,2025-12-31,high
T01246,Ticket #1246 - Integration,ticket,closed,2025-07-04,low
T02393,Ticket #2393 - Performance,ticket,in_progress,2025-12-31,critical
T00733,Ticket #733 - Training,ticket,closed,2026-01-03,high
T00555,Ticket #555 - Training,ticket,in_progress,2025-12-23,high
T00516,Ticket #516 - Billing,ticket,resolved,2025-03-11,medium
T02514,Ticket #2514 - Billing,ticket,resolved,2025-06-12,high
T00161,Ticket #161 - Documentation,ticket,pending,2025-07-19,low
M00366,Message #366,message,inbound,2025-03-29,true
T02030,Ticket #2030 - Performance,ticket,in_progress,2026-01-28,low
T02670,Ticket #2670 - Support,ticket,in_progress,2026-02-23,low
U0010,Charlie Clement,user,admin,2024-09-07,true
T01311,Ticket #1311 - Support,ticket,open,2025-08-13,low
U0064,Thomas Bernard,user,supervisor,2025-07-13,false
M00973,Message #973,message,inbound,2025-12-26,true
T01938,Ticket #1938 - Documentation,ticket,open,2026-01-26,high
T03466,Ticket #3466 - Feature Request,ticket,in_progress,2025-10-02,low
T00782,Ticket #782 - Feature Request,ticket,resolved,2025-12-12,medium
M01199,Message #1199,message,inbound,2025-07-21,true
T02582,Ticket #2582 - Integration,ticket,closed,2026-01-06,critical
M00264,Message #264,message,inbound,2025-09-29,true
T02807,Ticket #2807 - Support,ticket,in_progress,2025-06-21,high
M00675,Message #675,message,internal_note,2025-03-18,true
T00303,Ticket #303 - Training,ticket,closed,2025-03-28,critical
T01465,Ticket #1465 - Training,ticket,closed,2025-05-21,low
T03459,Ticket #3459 - Bug,ticket,resolved,2025-12-29,medium
T03475,Ticket #3475 - Performance,ticket,open,2025-04-18,low
T02852,Ticket #2852 - Training,ticket,open,2025-12-11,high
T02226,Ticket #2226 - Bug,ticket,open,2025-07-02,low
T01834,Ticket #1834 - Security,ticket,in_progress,2025-08-01,medium
T02718,Ticket #2718 - Billing,ticket,pending,2025-12-25,critical
M00262,Message #262,message,inbound,2025-04-05,true
T02160,Ticket #2160 - Billing,ticket,closed,2025-10-03,critical
T00753,Ticket #753 - Security,ticket,in_progress,2025-08-30,low
T01202,Ticket #1202 - Documentation,ticket,resolved,2025-12-03,medium
C0020,OmegaSoft #20,client,enterprise,2024-03-27,false
T01488,Ticket #1488 - Bug,ticket,open,2026-03-04,critical
M00958,Message #958,message,outbound,2026-02-08,true
T03315,Ticket #3315 - Integration,ticket,open,2025-06-09,low
T02767,Ticket #2767 - Onboarding,ticket,pending,2025-07-19,low
M01007,Message #1007,message,internal_note,2025-05-05,true
T00286,Ticket #286 - Documentation,ticket,resolved,2025-11-01,low
T00811,Ticket #811 - Bug,ticket,closed,2025-09-01,critical
T02025,Ticket #2025 - Onboarding,ticket,closed,2025-04-05,high
T00764,Ticket #764 - Onboarding,ticket,pending,2025-11-09,low
M00497,Message #497,message,internal_note,2025-10-15,true
M00552,Message #552,message,outbound,2025-07-31,true
M00448,Message #448,message,inbound,2025-04-03,true
T02773,Ticket #2773 - Training,ticket,resolved,2025-09-07,medium
T01828,Ticket #1828 - Support,ticket,resolved,2025-09-10,low
T01209,Ticket #1209 - Training,ticket,closed,2025-09-27,low
T02673,Ticket #2673 - Security,ticket,closed,2025-11-18,low
T02958,Ticket #2958 - Feature Request,ticket,pending,2025-05-28,low
T00518,Ticket #518 - Feature Request,ticket,open,2025-10-04,critical
T03353,Ticket #3353 - Bug,ticket,open,2026-02-10,high
M01030,Message #1030,message,internal_note,2025-03-29,true
M00110,Message #110,message,outbound,2025-11-01,true
T00608,Ticket #608 - Performance,ticket,in_progress,2025-10-19,high
T02389,Ticket #2389 - Onboarding,ticket,resolved,2025-10-01,low
M00673,Message #673,message,internal_note,2025-05-29,true
T00563,Ticket #563 - Billing,ticket,closed,2025-06-19,medium
T02012,Ticket #2012 - Onboarding,ticket,in_progress,2025-08-14,critical
T02228,Ticket #2228 - Support,ticket,closed,2026-01-23,medium
T01829,Ticket #1829 - Bug,ticket,pending,2025-06-25,critical
T02730,Ticket #2730 - Security,ticket,resolved,2025-07-22,medium
T03266,Ticket #3266 - Integration,ticket,closed,2025-09-26,medium
T00477,Ticket #477 - Onboarding,ticket,closed,2025-11-30,high
U0058,Yann Martin,user,admin,2025-06-12,false
T02791,Ticket #2791 - Feature Request,ticket,pending,2025-12-27,medium
T03323,Ticket #3323 - Integration,ticket,closed,2025-09-23,critical
M00501,Message #501,message,internal_note,2026-03-07,true
T02679,Ticket #2679 - Billing,ticket,closed,2025-07-04,critical
M00282,Message #282,message,inbound,2025-12-27,true
T01862,Ticket #1862 - Onboarding,ticket,closed,2026-01-08,high
T01713,Ticket #1713 - Training,ticket,resolved,2026-01-07,medium
T00396,Ticket #396 - Security,ticket,resolved,2026-01-18,medium
T02917,Ticket #2917 - Onboarding,ticket,in_progress,2025-07-16,critical
M01071,Message #1071,message,inbound,2025-12-08,true
M00893,Message #893,message,internal_note,2026-01-04,true
M00669,Message #669,message,outbound,2025-12-19,true
T02689,Ticket #2689 - Security,ticket,closed,2025-10-01,low
T00840,Ticket #840 - Support,ticket,pending,2025-08-07,high
T02609,Ticket #2609 - Security,ticket,resolved,2025-07-07,critical
T02692,Ticket #2692 - Support,ticket,in_progress,2026-02-05,critical
T01666,Ticket #1666 - Security,ticket,resolved,2025-04-19,high
M00972,Message #972,message,internal_note,2025-06-06,true
M01140,Message #1140,message,inbound,2025-07-22,true
T02870,Ticket #2870 - Documentation,ticket,in_progress,2025-06-27,high
T03281,Ticket #3281 - Billing,ticket,closed,2025-07-06,medium
T01582,Ticket #1582 - Integration,ticket,open,2025-07-22,critical
M00894,Message #894,message,internal_note,2025-03-30,true
TAG017,first_contact,tag,tag,,true
M01048,Message #1048,message,inbound,2025-04-13,true
T03099,Ticket #3099 - Performance,ticket,resolved,2025-09-24,high
T01436,Ticket #1436 - Training,ticket,in_progress,2025-08-16,medium
T00392,Ticket #392 - Documentation,ticket,pending,2025-05-27,high
T02725,Ticket #2725 - Support,ticket,open,2025-04-01,medium
T03216,Ticket #3216 - Feature Request,ticket,pending,2025-09-01,low
T02186,Ticket #2186 - Billing,ticket,open,2025-04-01,low
T00506,Ticket #506 - Training,ticket,resolved,2025-03-29,high
T00017,Ticket #17 - Training,ticket,in_progress,2025-07-06,critical
T02243,Ticket #2243 - Support,ticket,closed,2025-12-03,low
T00899,Ticket #899 - Security,ticket,open,2025-03-15,medium
T01073,Ticket #1073 - Feature Request,ticket,closed,2025-07-12,critical
T01031,Ticket #1031 - Documentation,ticket,closed,2025-07-28,medium
T02049,Ticket #2049 - Feature Request,ticket,in_progress,2025-07-15,critical
T02551,Ticket #2551 - Performance,ticket,in_progress,2026-02-10,medium
T00120,Ticket #120 - Training,ticket,open,2025-05-04,critical
T03013,Ticket #3013 - Documentation,ticket,resolved,2025-10-10,low
T00709,Ticket #709 - Billing,ticket,in_progress,2025-08-01,critical
T02828,Ticket #2828 - Integration,ticket,resolved,2025-10-13,high
T00312,Ticket #312 - Integration,ticket,closed,2025-03-10,critical
M00495,Message #495,message,outbound,2025-05-07,true
T02700,Ticket #2700 - Training,ticket,resolved,2025-11-09,low
T02164,Ticket #2164 - Integration,ticket,open,2025-08-18,medium
T02052,Ticket #2052 - Security,ticket,open,2025-08-22,medium
T01846,Ticket #1846 - Feature Request,ticket,pending,2026-01-22,medium
T01731,Ticket #1731 - Performance,ticket,resolved,2026-01-13,critical
M01045,Message #1045,message,internal_note,2025-11-04,true
T01117,Ticket #1117 - Documentation,ticket,pending,2025-11-09,high
T03362,Ticket #3362 - Security,ticket,resolved,2025-11-21,medium
T01918,Ticket #1918 - Billing,ticket,in_progress,2026-02-22,low
T00790,Ticket #790 - Feature Request,ticket,resolved,2025-12-24,medium
M00553,Message #553,message,inbound,2025-07-04,true
T00712,Ticket #712 - Onboarding,ticket,pending,2025-07-25,medium
T00277,Ticket #277 - Performance,ticket,resolved,2026-02-16,critical
T01371,Ticket #1371 - Security,ticket,resolved,2025-05-23,low
M00926,Message #926,message,outbound,2025-06-29,true
T00485,Ticket #485 - Billing,ticket,closed,2026-02-04,medium
T02285,Ticket #2285 - Security,ticket,resolved,2025-04-28,critical
T00137,Ticket #137 - Feature Request,ticket,resolved,2025-03-17,high
T00232,Ticket #232 - Performance,ticket,pending,2025-03-28,low
T02593,Ticket #2593 - Feature Request,ticket,open,2025-12-08,low
T03409,Ticket #3409 - Onboarding,ticket,pending,2025-04-28,critical
M00378,Message #378,message,internal_note,2025-12-11,true
M00629,Message #629,message,inbound,2025-05-10,true
T01717,Ticket #1717 - Integration,ticket,open,2026-01-07,high
T00140,Ticket #140 - Feature Request,ticket,closed,2025-06-08,medium
T02047,Ticket #2047 - Bug,ticket,resolved,2025-04-16,low
M00377,Message #377,message,outbound,2025-09-18,true
T03035,Ticket #3035 - Bug,ticket,open,2026-02-28,low
T01459,Ticket #1459 - Documentation,ticket,in_progress,2025-10-02,low
T01228,Ticket #1228 - Training,ticket,pending,2025-03-30,critical
M01106,Message #1106,message,inbound,2026-03-09,true
M00234,Message #234,message,inbound,2025-04-05,true
T01281,Ticket #1281 - Onboarding,ticket,pending,2026-01-14,low
M00879,Message #879,message,outbound,2026-01-25,true
M00267,Message #267,message,outbound,2025-11-02,true
T00181,Ticket #181 - Onboarding,ticket,in_progress,2025-11-15,critical
T00766,Ticket #766 - Billing,ticket,open,2025-09-07,low
T01675,Ticket #1675 - Documentation,ticket,closed,2025-12-04,low
T00646,Ticket #646 - Documentation,ticket,resolved,2025-08-06,critical
T00628,Ticket #628 - Security,ticket,pending,2025-12-30,critical
M00799,Message #799,message,outbound,2025-08-14,true
T00091,Ticket #91 - Security,ticket,pending,2025-06-01,critical
T00892,Ticket #892 - Performance,ticket,closed,2026-01-12,medium
M00149,Message #149,message,internal_note,2025-12-21,true
T02579,Ticket #2579 - Billing,ticket,open,2025-10-18,high
T01962,Ticket #1962 - Bug,ticket,resolved,2026-01-03,critical
M01157,Message #1157,message,outbound,2025-09-05,true
U0094,Bob Petit,user,admin,2025-09-09,false
T00895,Ticket #895 - Billing,ticket,in_progress,2025-08-28,high
T00089,Ticket #89 - Onboarding,ticket,in_progress,2025-05-18,critical
T02280,Ticket #2280 - Security,ticket,closed,2025-09-07,critical
T02680,Ticket #2680 - Integration,ticket,resolved,2025-05-09,high
T02928,Ticket #2928 - Bug,ticket,pending,2025-07-08,medium
T00475,Ticket #475 - Bug,ticket,in_progress,2025-11-17,medium
M01160,Message #1160,message,inbound,2026-01-22,true
M00925,Message #925,message,internal_note,2026-02-26,true
T01758,Ticket #1758 - Documentation,ticket,pending,2025-08-01,high
T02377,Ticket #2377 - Training,ticket,pending,2025-06-01,high
M00643,Message #643,message,internal_note,2026-02-25,true
T03105,Ticket #3105 - Performance,ticket,in_progress,2025-07-27,critical
T02091,Ticket #2091 - Integration,ticket,pending,2025-08-30,medium
U0080,Quentin Richard,user,supervisor,2024-12-13,false
M00374,Message #374,message,inbound,2025-09-06,true
M00383,Message #383,message,inbound,2025-06-11,true
T02258,Ticket #2258 - Onboarding,ticket,in_progress,2025-06-11,critical
T03098,Ticket #3098 - Bug,ticket,closed,2025-06-22,critical
T02566,Ticket #2566 - Feature Request,ticket,pending,2025-08-14,low
M00310,Message #310,message,inbound,2025-07-21,true
M01072,Message #1072,message,inbound,2025-09-06,true
M00342,Message #342,message,inbound,2025-07-13,true
M00187,Message #187,message,internal_note,2025-05-22,true
T03441,Ticket #3441 - Feature Request,ticket,pending,2025-06-18,high
T00054,Ticket #54 - Training,ticket,resolved,2025-10-12,low
M00988,Message #988,message,outbound,2025-07-23,true
T03247,Ticket #3247 - Performance,ticket,closed,2025-11-22,low
T00969,Ticket #969 - Bug,ticket,in_progress,2025-08-31,critical
T02268,Ticket #2268 - Training,ticket,closed,2025-12-05,medium
T01629,Ticket #1629 - Billing,ticket,resolved,2025-09-28,medium
M01063,Message #1063,message,internal_note,2025-05-24,true
M00574,Message #574,message,outbound,2026-02-06,true
U0069,Emma David,user,agent,2026-03-01,false
T00922,Ticket #922 - Performance,ticket,closed,2025-07-19,medium
T03301,Ticket #3301 - Security,ticket,closed,2025-10-03,medium
T02427,Ticket #2427 - Billing,ticket,closed,2025-09-15,low
M00095,Message #95,message,internal_note,2025-12-01,true
T02981,Ticket #2981 - Onboarding,ticket,pending,2025-08-26,high
T00022,Ticket #22 - Billing,ticket,resolved,2025-11-22,high
T00404,Ticket #404 - Security,ticket,pending,2025-07-21,critical
M00456,Message #456,message,inbound,2026-01-31,true
T03303,Ticket #3303 - Support,ticket,pending,2025-06-28,critical
T02894,Ticket #2894 - Training,ticket,closed,2025-10-12,medium
T01631,Ticket #1631 - Onboarding,ticket,resolved,2025-10-13,medium
T02201,Ticket #2201 - Feature Request,ticket,pending,2025-09-26,medium
M00816,Message #816,message,internal_note,2025-09-17,true
T01953,Ticket #1953 - Bug,ticket,pending,2025-10-29,high
M00843,Message #843,message,internal_note,2026-01-14,true
T00541,Ticket #541 - Feature Request,ticket,in_progress,2025-11-28,medium
M01195,Message #1195,message,inbound,2026-01-02,true
T01672,Ticket #1672 - Billing,ticket,open,2025-12-30,high
T00038,Ticket #38 - Documentation,ticket,closed,2025-10-21,low
T01132,Ticket #1132 - Security,ticket,open,2025-08-12,low
M00220,Message #220,message,outbound,2025-03-27,true
M00183,Message #183,message,internal_note,2025-03-18,true
T02395,Ticket #2395 - Performance,ticket,open,2025-04-29,medium
T01016,Ticket #1016 - Documentation,ticket,in_progress,2026-01-23,critical
M00082,Message #82,message,internal_note,2025-03-30,true
M00180,Message #180,message,outbound,2025-05-02,true
T02471,Ticket #2471 - Documentation,ticket,resolved,2025-06-26,high
T02323,Ticket #2323 - Performance,ticket,resolved,2025-09-13,critical
T00045,Ticket #45 - Billing,ticket,closed,2025-05-26,high
T03014,Ticket #3014 - Support,ticket,open,2025-10-14,critical
M00558,Message #558,message,internal_note,2025-10-13,true
T00087,Ticket #87 - Feature Request,ticket,pending,2025-08-10,high
T00012,Ticket #12 - Training,ticket,open,2025-09-14,critical
C0005,InnovateSys #5,client,enterprise,2024-02-03,true
T01187,Ticket #1187 - Documentation,ticket,in_progress,2026-01-07,high
M00106,Message #106,message,inbound,2025-09-16,true
T00607,Ticket #607 - Performance,ticket,resolved,2026-01-31,low
T02553,Ticket #2553 - Integration,ticket,resolved,2025-10-01,critical
M00050,Message #50,message,internal_note,2025-11-04,true
T00123,Ticket #123 - Billing,ticket,open,2025-04-23,low
T00643,Ticket #643 - Integration,ticket,open,2026-03-02,low
M00305,Message #305,message,outbound,2025-11-09,true
T01401,Ticket #1401 - Training,ticket,closed,2025-12-13,low
T00294,Ticket #294 - Feature Request,ticket,pending,2025-04-06,high
T00041,Ticket #41 - Integration,ticket,resolved,2025-07-28,high
T00072,Ticket #72 - Onboarding,ticket,resolved,2025-06-02,low
T03201,Ticket #3201 - Billing,ticket,open,2025-09-19,high
T01416,Ticket #1416 - Billing,ticket,pending,2025-09-13,medium
M00716,Message #716,message,outbound,2026-01-15,true
T02849,Ticket #2849 - Billing,ticket,resolved,2025-08-07,low
T01920,Ticket #1920 - Feature Request,ticket,in_progress,2025-11-16,critical
M00609,Message #609,message,outbound,2025-10-01,true
M00317,Message #317,message,internal_note,2026-02-28,true
M01180,Message #1180,message,inbound,2026-02-04,true
T00732,Ticket #732 - Documentation,ticket,resolved,2026-03-10,high
M00872,Message #872,message,outbound,2025-08-26,true
M00289,Message #289,message,internal_note,2025-09-27,true
T03185,Ticket #3185 - Support,ticket,closed,2025-06-28,medium
M00438,Message #438,message,outbound,2025-09-20,true
T02380,Ticket #2380 - Documentation,ticket,in_progress,2025-05-10,critical
M01194,Message #1194,message,inbound,2025-07-13,true
T01900,Ticket #1900 - Bug,ticket,resolved,2025-08-18,critical
T01088,Ticket #1088 - Onboarding,ticket,closed,2025-08-14,low
M00354,Message #354,message,outbound,2025-05-24,true
M00128,Message #128,message,internal_note,2025-08-31,true
T00426,Ticket #426 - Security,ticket,in_progress,2025-07-27,low
T02033,Ticket #2033 - Performance,ticket,closed,2025-03-19,low
T01448,Ticket #1448 - Integration,ticket,in_progress,2025-08-05,medium
M00453,Message #453,message,inbound,2025-08-31,true
M00653,Message #653,message,inbound,2025-06-29,true
M00964,Message #964,message,inbound,2025-09-28,true
M00352,Message #352,message,outbound,2026-02-26,true
M00571,Message #571,message,internal_note,2025-08-31,true
T03364,Ticket #3364 - Security,ticket,pending,2025-11-29,high
T01100,Ticket #1100 - Integration,ticket,pending,2025-09-10,medium
T03345,Ticket #3345 - Support,ticket,closed,2025-04-06,high
M00801,Message #801,message,outbound,2025-09-01,true
T00412,Ticket #412 - Integration,ticket,pending,2025-11-03,low
T02624,Ticket #2624 - Integration,ticket,resolved,2025-08-12,high
T02568,Ticket #2568 - Integration,ticket,in_progress,2026-02-19,high
M00044,Message #44,message,outbound,2025-08-02,true
T01560,Ticket #1560 - Feature Request,ticket,closed,2025-07-26,high
T01789,Ticket #1789 - Training,ticket,open,2025-04-05,low
T02117,Ticket #2117 - Support,ticket,resolved,2025-11-10,critical
U0062,Diana Durand,user,supervisor,2024-11-07,true
M00659,Message #659,message,outbound,2025-09-09,true
M00667,Message #667,message,inbound,2025-06-03,true
M00657,Message #657,message,inbound,2025-03-10,true
T01482,Ticket #1482 - Documentation,ticket,open,2026-01-20,high
M00096,Message #96,message,inbound,2025-05-07,true
T01365,Ticket #1365 - Integration,ticket,open,2025-11-24,critical
T02962,Ticket #2962 - Training,ticket,pending,2025-10-15,high
M00535,Message #535,message,outbound,2025-04-21,true
T02071,Ticket #2071 - Bug,ticket,resolved,2025-06-19,high
M00344,Message #344,message,internal_note,2025-07-22,true
M00522,Message #522,message,outbound,2025-06-04,true
T02523,Ticket #2523 - Billing,ticket,closed,2025-08-25,high
T02860,Ticket #2860 - Security,ticket,closed,2025-03-26,critical
T00416,Ticket #416 - Bug,ticket,open,2025-07-15,high
T02587,Ticket #2587 - Documentation,ticket,resolved,2025-10-27,low
T02046,Ticket #2046 - Documentation,ticket,in_progress,2025-11-01,critical
T01285,Ticket #1285 - Support,ticket,in_progress,2025-07-19,low
T02234,Ticket #2234 - Support,ticket,pending,2025-07-07,low
T01479,Ticket #1479 - Performance,ticket,resolved,2025-07-11,high
T00419,Ticket #419 - Support,ticket,closed,2025-07-09,medium
T02065,Ticket #2065 - Feature Request,ticket,open,2025-03-29,low
M00199,Message #199,message,internal_note,2025-03-18,true
M00346,Message #346,message,outbound,2026-02-12,true
T01594,Ticket #1594 - Documentation,ticket,pending,2026-02-12,low
T03276,Ticket #3276 - Integration,ticket,resolved,2026-02-08,high
T02135,Ticket #2135 - Performance,ticket,resolved,2025-05-18,low
T02663,Ticket #2663 - Performance,ticket,open,2025-07-04,low
T00399,Ticket #399 - Onboarding,ticket,pending,2025-10-15,low
M00020,Message #20,message,internal_note,2025-10-11,true
T02534,Ticket #2534 - Billing,ticket,in_progress,2025-08-07,medium
M00684,Message #684,message,internal_note,2025-10-13,true
T01227,Ticket #1227 - Documentation,ticket,in_progress,2025-08-10,low
T03158,Ticket #3158 - Integration,ticket,in_progress,2025-12-05,low
T00982,Ticket #982 - Training,ticket,open,2025-03-17,low
U0072,Paula Moreau,user,admin,2025-09-30,false
T02114,Ticket #2114 - Security,ticket,pending,2025-06-14,critical
M00492,Message #492,message,outbound,2025-11-14,true
T00383,Ticket #383 - Onboarding,ticket,in_progress,2025-07-06,medium
T03066,Ticket #3066 - Documentation,ticket,in_progress,2026-01-28,low
T00815,Ticket #815 - Onboarding,ticket,open,2025-08-25,low
M00505,Message #505,message,inbound,2026-02-06,true
T01297,Ticket #1297 - Billing,ticket,in_progress,2025-06-06,medium
T02283,Ticket #2283 - Performance,ticket,closed,2026-02-25,low
M00990,Message #990,message,internal_note,2026-01-04,true
T02560,Ticket #2560 - Documentation,ticket,closed,2025-04-18,low
T01150,Ticket #1150 - Integration,ticket,closed,2026-01-02,medium
T00718,Ticket #718 - Integration,ticket,in_progress,2025-07-05,high
M00123,Message #123,message,inbound,2026-03-10,true
M00912,Message #912,message,outbound,2025-07-05,true
T00750,Ticket #750 - Security,ticket,pending,2026-01-14,low
T02783,Ticket #2783 - Training,ticket,in_progress,2025-04-04,medium
T02116,Ticket #2116 - Training,ticket,open,2025-11-24,medium
T01083,Ticket #1083 - Security,ticket,resolved,2025-08-15,medium
T00700,Ticket #700 - Onboarding,ticket,pending,2025-12-11,low
T02885,Ticket #2885 - Performance,ticket,closed,2025-08-02,critical
T00528,Ticket #528 - Onboarding,ticket,resolved,2025-12-26,low
T01626,Ticket #1626 - Security,ticket,closed,2025-09-01,critical
T02445,Ticket #2445 - Support,ticket,pending,2026-02-14,medium
